   Dtype Element Ion lvl    ion_pot         ex    g rad_rate         config islp ilv
LevMacro       8   4 171   4.069885 185.154596 10.0    1e-09   2p2_3d_2G4.5  240   2
LevMacro       8   4 172   4.194986 185.279696  4.0    1e-09   2p2_3d_2D1.5  220   9
LevMacro       8   4 173   4.198209 185.282920  6.0    1e-09   2p2_3d_2D2.5  220   9
LevMacro       8   4 174   4.479407 185.564118  2.0    1e-09   2p2_3s_2S0.5  200   6
LevMacro       8   4 175   4.951665 186.036376  8.0    1e-09   2p2_3d_2F3.5  230   2
LevMacro       8   4 176   4.955385 186.040096  6.0    1e-09   2p2_3d_2F2.5  230   2
LevMacro       8   4 177   5.004483 186.089194  4.0    1e-09   2p2_3d_2D1.5  220   9
LevMacro       8   4 178   5.010310 186.095021  2.0    1e-09   2p2_3p_2P0.5  211  13
LevMacro       8   4 179   5.015518 186.100228  6.0    1e-09   2p2_3d_2D2.5  220   9
LevMacro       8   4 180   5.020353 186.105064  4.0    1e-09   2p2_3p_2P1.5  211  13
LevMacro       8   4 181   5.380529 186.465240  2.0    1e-09 2s_2p_4p_2P0.5  210   6
LevMacro       8   4 182   5.386976 186.471687  4.0    1e-09 2s_2p_4p_2P1.5  210   6
LevMacro       8   4 183   5.555720 186.640430  2.0    1e-09 2s_2p_4p_2S0.5  200   7
LevMacro       8   4 184   5.779388 186.864099  4.0    1e-09 2s_2p_4p_2D1.5  220  10
LevMacro       8   4 185   5.783232 186.867943  6.0    1e-09 2s_2p_4p_2D2.5  220  10
LevMacro       8   4 186   6.549582 187.634293  2.0    1e-09   2p2_3d_2P0.5  210   7
LevMacro       8   4 187   6.557393 187.642104  4.0    1e-09   2p2_3d_2P1.5  210   7
LevMacro       8   4 188   6.887193 187.971904  8.0    1e-09 2s_2p_4d_2F3.5  231   5
LevMacro       8   4 189   6.887441 187.972152  6.0    1e-09 2s_2p_4d_2F2.5  231   5
LevMacro       8   4 190   6.966296 188.051006  4.0    1e-09 2s_2p_4d_2D1.5  221   5
LevMacro       8   4 191   6.967659 188.052370  6.0    1e-09 2s_2p_4d_2D2.5  221   5
LevMacro       8   4 192   7.242410 188.327121  2.0    1e-09 2s_2p_4d_2P0.5  211  14
