   Dtype z ion          Wave         f   gl   gu         el         eu  ll  ul
LinMacro 7   3    323.613000  0.051950  4.0  4.0   0.021623  38.334287   2  28
LinMacro 7   3    942.540000  0.003830  4.0  4.0  25.179952  38.334287  12  28
LinMacro 7   3   8309.789000  0.025915  2.0  4.0  36.842253  38.334287  24  28
LinMacro 7   3   1269.343000  0.000062  2.0  4.0  28.566648  38.334287  15  28
LinMacro 7   3   1574.313000  0.005140  2.0  4.0  30.458794  38.334287  17  28
LinMacro 7   3   8388.711000  0.063025  4.0  4.0  36.856290  38.334287  25  28
LinMacro 7   3    942.413000  0.023283  6.0  4.0  25.178178  38.334287  13  28
LinMacro 7   3    480.397000  0.000001  6.0  4.0  12.525435  38.334287   7  28
LinMacro 7   3   1575.203000  0.012297  4.0  4.0  30.463244  38.334287  18  28
LinMacro 7   3   1261.868000  0.000001  4.0  2.0  28.567180  38.392683  16  29
LinMacro 7   3    322.939000  0.000229  2.0  2.0   0.000000  38.392683   1  29
LinMacro 7   3   4532.128000  0.017403  4.0  2.0  35.656996  38.392683  22  29
LinMacro 7   3    396.182000  0.000001  4.0  2.0   7.097737  38.392683   4  29
LinMacro 7   3   4519.410000  0.176800  2.0  2.0  35.649297  38.392683  21  29
LinMacro 7   3    323.121000  0.000056  4.0  2.0   0.021623  38.392683   2  29
LinMacro 7   3    938.374000  0.000109  4.0  2.0  25.179952  38.392683  12  29
LinMacro 7   3   7996.801000  0.000323  2.0  2.0  36.842253  38.392683  24  29
LinMacro 7   3   1261.800000  0.000001  2.0  2.0  28.566648  38.392683  15  29
LinMacro 7   3   1562.725000  0.000051  2.0  2.0  30.458794  38.392683  17  29
LinMacro 7   3   8069.864000  0.000079  4.0  2.0  36.856290  38.392683  25  29
LinMacro 7   3    396.309000  0.000001  6.0  2.0   7.107792  38.392683   5  29
LinMacro 7   3   1563.602000  0.000012  4.0  2.0  30.463244  38.392683  18  29
LinMacro 7   3   1261.301000  0.000001  4.0  4.0  28.567180  38.397100  16  30
LinMacro 7   3    322.902000  0.000064  2.0  4.0   0.000000  38.397100   1  30
LinMacro 7   3   4548.575000  0.006845  6.0  4.0  35.671304  38.397100  23  30
LinMacro 7   3   4524.823000  0.112400  4.0  4.0  35.656996  38.397100  22  30
LinMacro 7   3    396.126000  0.000001  4.0  4.0   7.097737  38.397100   4  30
LinMacro 7   3   4512.145000  0.179150  2.0  4.0  35.649297  38.397100  21  30
LinMacro 7   3    396.032000  0.000001  2.0  4.0   7.090336  38.397100   3  30
LinMacro 7   3    323.084000  0.000148  4.0  4.0   0.021623  38.397100   2  30
LinMacro 7   3    938.061000  0.000011  4.0  4.0  25.179952  38.397100  12  30
LinMacro 7   3   7974.085000  0.000075  2.0  4.0  36.842253  38.397100  24  30
LinMacro 7   3   1261.233000  0.000001  2.0  4.0  28.566648  38.397100  15  30
LinMacro 7   3   1561.856000  0.000015  2.0  4.0  30.458794  38.397100  17  30
LinMacro 7   3   8046.732000  0.000215  4.0  4.0  36.856290  38.397100  25  30
LinMacro 7   3    396.253000  0.000001  6.0  4.0   7.107792  38.397100   5  30
LinMacro 7   3    937.935000  0.000069  6.0  4.0  25.178178  38.397100  13  30
LinMacro 7   3   1562.732000  0.000033  4.0  4.0  30.463244  38.397100  18  30
LinMacro 7   3   4535.848000  0.062500  6.0  6.0  35.671304  38.404749  23  31
LinMacro 7   3   4512.228000  0.226175  4.0  6.0  35.656996  38.404749  22  31
LinMacro 7   3    396.029000  0.000001  4.0  6.0   7.097737  38.404749   4  31
LinMacro 7   3    395.935000  0.000001  2.0  6.0   7.090336  38.404749   3  31
LinMacro 7   3    323.019000  0.000001  4.0  6.0   0.021623  38.404749   2  31
LinMacro 7   3    396.156000  0.000001  6.0  6.0   7.107792  38.404749   5  31
LinMacro 7   3    396.005000  0.000001  6.0  8.0   7.107792  38.416690   5  32
LinMacro 7   3   4516.119000  0.284167  6.0  8.0  35.671304  38.416690  23  32
LinMacro 7   3    395.878000  0.000001  4.0  8.0   7.097737  38.416690   4  32
LinMacro 7   3   1515.404000  0.000001  4.0  2.0  30.463244  38.644884  18  33
LinMacro 7   3   1106.340000  0.015125  2.0  2.0  27.438126  38.644884  14  33
LinMacro 7   3   9427.098000  0.375650  2.0  2.0  37.329687  38.644884  26  33
LinMacro 7   3    603.484000  0.000403  4.0  2.0  18.100031  38.644884  10  33
LinMacro 7   3    474.699000  0.000291  4.0  2.0  12.526266  38.644884   6  33
LinMacro 7   3  39075.871000  0.003970  2.0  2.0  38.327591  38.644884  27  33
LinMacro 7   3   2249.622000  0.037325  4.0  2.0  33.133520  38.644884  19  33
LinMacro 7   3  39918.184000  0.001002  4.0  2.0  38.334287  38.644884  28  33
LinMacro 7   3    603.083000  0.001558  2.0  2.0  18.086381  38.644884   9  33
LinMacro 7   3    553.446000  0.010025  2.0  2.0  16.242551  38.644884   8  33
LinMacro 7   3   1106.036000  0.029720  2.0  4.0  27.438126  38.647968  14  34
LinMacro 7   3   2248.647000  0.044583  6.0  4.0  33.134214  38.647968  20  34
LinMacro 7   3    603.393000  0.002014  4.0  4.0  18.100031  38.647968  10  34
LinMacro 7   3    474.643000  0.000055  4.0  4.0  12.526266  38.647968   6  34
LinMacro 7   3   2248.364000  0.007443  4.0  4.0  33.133520  38.647968  19  34
LinMacro 7   3  39525.692000  0.004917  4.0  4.0  38.334287  38.647968  28  34
LinMacro 7   3    393.101000  0.000001  6.0  4.0   7.107792  38.647968   5  34
LinMacro 7   3  38699.690000  0.001940  2.0  4.0  38.327591  38.647968  27  34
LinMacro 7   3    602.993000  0.000861  2.0  4.0  18.086381  38.647968   9  34
LinMacro 7   3    474.628000  0.000321  6.0  4.0  12.525435  38.647968   7  34
LinMacro 7   3   9405.043000  0.750500  2.0  4.0  37.329687  38.647968  26  34
LinMacro 7   3    553.370000  0.020055  2.0  4.0  16.242551  38.647968   8  34
LinMacro 7   3    318.251000  0.000001  2.0  4.0   0.000000  38.958194   1  35
LinMacro 7   3   3772.104000  0.081150  6.0  4.0  35.671304  38.958194  23  35
LinMacro 7   3   3755.754000  0.087825  4.0  4.0  35.656996  38.958194  22  35
LinMacro 7   3   3747.016000  0.091750  2.0  4.0  35.649297  38.958194  21  35
LinMacro 7   3    318.428000  0.000004  4.0  4.0   0.021623  38.958194   2  35
LinMacro 7   3    899.860000  0.000001  4.0  4.0  25.179952  38.958194  12  35
LinMacro 7   3   5898.694000  0.000012  4.0  4.0  36.856290  38.958194  25  35
LinMacro 7   3    899.744000  0.000002  6.0  4.0  25.178178  38.958194  13  35
LinMacro 7   3   1459.513000  0.000001  4.0  4.0  30.463244  38.958194  18  35
LinMacro 7   3   1150.947000  0.000001  4.0  2.0  28.567180  39.339606  16  36
LinMacro 7   3    315.166000  0.000001  2.0  2.0   0.000000  39.339606   1  36
LinMacro 7   3   3366.766000  0.120125  4.0  2.0  35.656996  39.339606  22  36
LinMacro 7   3    384.546000  0.000001  4.0  2.0   7.097737  39.339606   4  36
LinMacro 7   3   3359.742000  0.047555  2.0  2.0  35.649297  39.339606  21  36
LinMacro 7   3    315.339000  0.000001  4.0  2.0   0.021623  39.339606   2  36
LinMacro 7   3    766.304000  0.000018  4.0  2.0  23.160014  39.339606  11  36
LinMacro 7   3    384.666000  0.000001  6.0  2.0   7.107792  39.339606   5  36
LinMacro 7   3   1396.798000  0.000001  4.0  2.0  30.463244  39.339606  18  36
LinMacro 7   3    315.123000  0.000001  2.0  4.0   0.000000  39.344887   1  37
LinMacro 7   3   3375.040000  0.090467  6.0  4.0  35.671304  39.344887  23  37
LinMacro 7   3   3361.945000  0.036300  4.0  4.0  35.656996  39.344887  22  37
LinMacro 7   3    384.483000  0.000001  4.0  4.0   7.097737  39.344887   4  37
LinMacro 7   3   3354.941000  0.231050  2.0  4.0  35.649297  39.344887  21  37
LinMacro 7   3    384.395000  0.000001  2.0  4.0   7.090336  39.344887   3  37
LinMacro 7   3    315.296000  0.000001  4.0  4.0   0.021623  39.344887   2  37
LinMacro 7   3    875.294000  0.000001  4.0  4.0  25.179952  39.344887  12  37
LinMacro 7   3    766.054000  0.000036  4.0  4.0  23.160014  39.344887  11  37
LinMacro 7   3   1395.269000  0.000001  2.0  4.0  30.458794  39.344887  17  37
LinMacro 7   3    384.603000  0.000001  6.0  4.0   7.107792  39.344887   5  37
LinMacro 7   3    875.185000  0.000001  6.0  4.0  25.178178  39.344887  13  37
LinMacro 7   3   1149.602000  0.000001  4.0  6.0  28.567180  39.352202  16  38
LinMacro 7   3   3368.332000  0.202667  6.0  6.0  35.671304  39.352202  23  38
LinMacro 7   3   3355.289000  0.127625  4.0  6.0  35.656996  39.352202  22  38
LinMacro 7   3    384.396000  0.000001  4.0  6.0   7.097737  39.352202   4  38
LinMacro 7   3    384.308000  0.000001  2.0  6.0   7.090336  39.352202   3  38
LinMacro 7   3    315.238000  0.000009  4.0  6.0   0.021623  39.352202   2  38
LinMacro 7   3    765.708000  0.000056  4.0  6.0  23.160014  39.352202  11  38
LinMacro 7   3    384.516000  0.000001  6.0  6.0   7.107792  39.352202   5  38
LinMacro 7   3    874.733000  0.000001  6.0  6.0  25.178178  39.352202  13  38
LinMacro 7   3   1394.819000  0.000006  4.0  6.0  30.463244  39.352202  18  38
LinMacro 7   3   1144.963000  0.000277  4.0  4.0  28.567180  39.395907  16  39
LinMacro 7   3    314.715000  0.175050  2.0  4.0   0.000000  39.395907   1  39
LinMacro 7   3    314.888000  0.017657  4.0  4.0   0.021623  39.395907   2  39
LinMacro 7   3    872.153000  0.000960  4.0  4.0  25.179952  39.395907  12  39
LinMacro 7   3   4855.194000  0.092700  2.0  4.0  36.842253  39.395907  24  39
LinMacro 7   3   1144.906000  0.002812  2.0  4.0  28.566648  39.395907  15  39
LinMacro 7   3   1387.303000  0.226650  2.0  4.0  30.458794  39.395907  17  39
LinMacro 7   3  16576.875000  0.040275  4.0  4.0  38.647968  39.395907  34  39
LinMacro 7   3  16508.799000  0.403800  2.0  4.0  38.644884  39.395907  33  39
LinMacro 7   3   4882.030000  0.009288  4.0  4.0  36.856290  39.395907  25  39
LinMacro 7   3    872.044000  0.000066  6.0  4.0  25.178178  39.395907  13  39
LinMacro 7   3   1387.995000  0.022822  4.0  4.0  30.463244  39.395907  18  39
LinMacro 7   3   1144.546000  0.002402  4.0  6.0  28.567180  39.399851  16  40
LinMacro 7   3    314.856000  0.156925  4.0  6.0   0.021623  39.399851   2  40
LinMacro 7   3    871.911000  0.000095  4.0  6.0  25.179952  39.399851  12  40
LinMacro 7   3  16489.917000  0.364250  4.0  6.0  38.647968  39.399851  34  40
LinMacro 7   3   4874.460000  0.088450  4.0  6.0  36.856290  39.399851  25  40
LinMacro 7   3    871.802000  0.000930  6.0  6.0  25.178178  39.399851  13  40
LinMacro 7   3   1387.382000  0.204000  4.0  6.0  30.463244  39.399851  18  40
LinMacro 7   3    312.220000  0.000001  2.0  6.0   0.000000  39.710767   1  41
LinMacro 7   3   1885.256000  0.043317  6.0  6.0  33.134214  39.710767  20  41
LinMacro 7   3    456.087000  0.002005  4.0  6.0  12.526266  39.710767   6  41
LinMacro 7   3  39877.369000  0.004507  6.0  6.0  39.399851  39.710767  40  41
LinMacro 7   3   1885.057000  0.911250  4.0  6.0  33.133520  39.710767  19  41
LinMacro 7   3    312.390000  0.000001  4.0  6.0   0.021623  39.710767   2  41
LinMacro 7   3   1340.091000  0.000001  2.0  6.0  30.458794  39.710767  17  41
LinMacro 7   3    456.073000  0.000096  6.0  6.0  12.525435  39.710767   7  41
LinMacro 7   3  39377.830000  0.094875  4.0  6.0  39.395907  39.710767  39  41
LinMacro 7   3   1885.216000  0.868500  6.0  8.0  33.134214  39.710906  20  42
LinMacro 7   3    312.389000  0.000001  4.0  8.0   0.021623  39.710906   2  42
LinMacro 7   3  39859.503000  0.090483  6.0  8.0  39.399851  39.710906  40  42
LinMacro 7   3    456.070000  0.001920  6.0  8.0  12.525435  39.710906   7  42
LinMacro 7   3   1340.716000  0.000001  4.0  8.0  30.463244  39.710906  18  42
LinMacro 7   3   1104.123000  0.001992  4.0  4.0  28.567180  39.796440  16  43
LinMacro 7   3    311.548000  0.017310  2.0  4.0   0.000000  39.796440   1  43
LinMacro 7   3    454.654000  0.000001  4.0  4.0  12.526266  39.796440   6  43
LinMacro 7   3    311.717000  0.001805  4.0  4.0   0.021623  39.796440   2  43
LinMacro 7   3    848.254000  0.007625  4.0  4.0  25.179952  39.796440  12  43
LinMacro 7   3   4196.919000  0.519500  2.0  4.0  36.842253  39.796440  24  43
LinMacro 7   3   1104.071000  0.020245  2.0  4.0  28.566648  39.796440  15  43
LinMacro 7   3   1327.796000  0.001556  2.0  4.0  30.458794  39.796440  17  43
LinMacro 7   3  10795.639000  0.002331  4.0  4.0  38.647968  39.796440  34  43
LinMacro 7   3  10766.724000  0.024220  2.0  4.0  38.644884  39.796440  33  43
LinMacro 7   3   4216.957000  0.052675  4.0  4.0  36.856290  39.796440  25  43
LinMacro 7   3 144717.800000  0.006393  6.0  4.0  39.710767  39.796440  41  43
LinMacro 7   3    848.151000  0.000537  6.0  4.0  25.178178  39.796440  13  43
