SCUPS    1.164e-01  2.430e-01  3.580e-01  4.830e-01  5.580e-01  6.330e-01  6.620e-01  6.660e-01  6.560e-01  6.430e-01  6.230e-01  5.930e-01  5.930e-01
CSTREN Line   7   1 1243.171000  0.005115  6  4    2.383543  12.356818   3  27   3  27  7.429e-01  3.069e-02  1.615e-01  13   1  1.100e+00
SCT      0.000e+00  3.900e-02  7.493e-02  1.390e-01  1.943e-01  2.852e-01  3.722e-01  4.392e-01  5.357e-01  6.019e-01  6.869e-01  7.746e-01  1.000e+00
SCUPS    5.102e-03  1.697e-02  2.791e-02  3.876e-02  4.359e-02  4.726e-02  5.277e-02  5.917e-02  7.457e-02  8.861e-02  1.101e-01  1.309e-01  1.615e-01
CSTREN Line   7   1 1243.179000  0.074267  6  6    2.383543  12.356758   3  28   3  28  7.429e-01  4.456e-01  2.164e+00  13   1  1.100e+00
SCT      0.000e+00  3.900e-02  7.493e-02  1.390e-01  1.943e-01  2.852e-01  3.722e-01  4.392e-01  5.357e-01  6.019e-01  6.869e-01  7.746e-01  1.000e+00
SCUPS    1.749e-02  6.390e-02  1.067e-01  1.491e-01  1.655e-01  1.782e-01  1.896e-01  2.047e-01  2.438e-01  2.875e-01  3.743e-01  5.176e-01  2.164e+00
CSTREN Line   7   1 1165.717000  0.000017  6  6    2.383543  13.019471   3  47   3  47  7.819e-01  1.001e-04  1.300e-02  13   2  1.000e-01
SCT      0.000e+00  3.892e-02  7.493e-02  1.394e-01  1.955e-01  2.883e-01  3.779e-01  4.475e-01  5.485e-01  6.183e-01  7.085e-01  8.020e-01  1.000e+00
SCUPS    1.000e-03  1.000e-03  1.000e-03  2.000e-03  3.000e-03  4.000e-03  5.000e-03  6.000e-03  8.000e-03  9.000e-03  1.100e-02  1.300e-02  1.300e-02
CSTREN Line   7   1 1836.711000  0.000002  2  2    3.575590  10.325965   4   6   4   6  4.985e-01  3.960e-06  4.700e-02  13   2  1.000e-01
SCT      0.000e+00  5.973e-02  1.127e-01  2.026e-01  2.760e-01  3.885e-01  4.879e-01  5.596e-01  6.559e-01  7.176e-01  7.922e-01  8.640e-01  1.000e+00
SCUPS    0.000e+00  6.000e-03  1.200e-02  2.000e-02  2.600e-02  3.300e-02  3.700e-02  4.000e-02  4.300e-02  4.400e-02  4.600e-02  4.700e-02  4.700e-02
CSTREN Line   7   1 1835.573000  0.000001  2  4    3.575590  10.330150   4   7   4   7  4.987e-01  2.270e-06  7.100e-02  13   2  1.000e-01
SCT      0.000e+00  5.971e-02  1.127e-01  2.025e-01  2.759e-01  3.884e-01  4.878e-01  5.595e-01  6.558e-01  7.175e-01  7.921e-01  8.639e-01  1.000e+00
SCUPS    0.000e+00  9.000e-03  1.800e-02  3.100e-02  4.000e-02  5.000e-02  5.700e-02  6.100e-02  6.500e-02  6.700e-02  7.000e-02  7.100e-02  7.100e-02
CSTREN Line   7   1 1745.248000  0.037790  2  2    3.575590  10.679729   4   9   4   9  5.133e-01  7.558e-02  8.416e-01  13   1  1.100e+00
SCT      0.000e+00  5.543e-02  1.048e-01  1.888e-01  2.578e-01  3.641e-01  4.587e-01  5.273e-01  6.200e-01  6.799e-01  7.527e-01  8.237e-01  1.000e+00
SCUPS    3.924e-02  5.587e-02  7.068e-02  8.226e-02  8.683e-02  9.096e-02  9.579e-02  9.958e-02  1.079e-01  1.168e-01  1.375e-01  1.785e-01  8.416e-01
CSTREN Line   7   1 1742.719000  0.019100  2  4    3.575590  10.690039   4  10   4  10  5.140e-01  3.820e-02  4.202e-01  13   1  1.100e+00
SCT      0.000e+00  5.536e-02  1.046e-01  1.886e-01  2.575e-01  3.638e-01  4.584e-01  5.270e-01  6.197e-01  6.796e-01  7.525e-01  8.235e-01  1.000e+00
SCUPS    3.012e-02  4.789e-02  6.371e-02  7.631e-02  7.992e-02  8.118e-02  8.031e-02  7.948e-02  7.975e-02  8.097e-02  8.692e-02  1.038e-01  4.202e-01
CSTREN Line   7   1 1685.441000  0.000001  2  2    3.575590  10.931817   4  11   4  11  5.427e-01  2.000e-06  8.000e-02  13   2  1.000e-01
SCT      0.000e+00  5.513e-02  1.045e-01  1.892e-01  2.593e-01  3.685e-01  4.667e-01  5.385e-01  6.364e-01  7.001e-01  7.778e-01  8.537e-01  1.000e+00
SCUPS    2.560e-02  3.900e-02  5.100e-02  6.400e-02  7.300e-02  8.400e-02  8.800e-02  8.900e-02  8.700e-02  8.500e-02  8.300e-02  8.000e-02  8.000e-02
CSTREN Line   7   1 1685.992000  0.000001  2  4    3.575590  10.929412   4  12   4  12  5.426e-01  2.000e-06  1.260e-01  13   2  1.000e-01
SCT      0.000e+00  5.514e-02  1.045e-01  1.893e-01  2.594e-01  3.685e-01  4.668e-01  5.386e-01  6.365e-01  7.001e-01  7.779e-01  8.537e-01  1.000e+00
SCUPS    4.143e-02  6.600e-02  8.800e-02  1.100e-01  1.250e-01  1.410e-01  1.470e-01  1.470e-01  1.430e-01  1.390e-01  1.330e-01  1.260e-01  1.260e-01
CSTREN Line   7   1 1411.931000  0.026550  2  4    3.575590  12.356818   4  27   4  27  6.471e-01  5.310e-02  3.462e-01  13   1  1.100e+00
SCT      0.000e+00  4.450e-02  8.504e-02  1.562e-01  2.165e-01  3.135e-01  4.040e-01  4.721e-01  5.679e-01  6.321e-01  7.128e-01  7.943e-01  1.000e+00
SCUPS    1.569e-04  9.982e-03  1.893e-02  2.879e-02  3.265e-02  3.635e-02  3.994e-02  4.250e-02  4.940e-02  5.703e-02  7.165e-02  9.352e-02  3.462e-01
CSTREN Line   7   1 1836.690000  0.000001  4  2    3.575514  10.325965   5   6   5   6  4.985e-01  4.000e-06  3.600e-02  13   2  1.000e-01
SCT      0.000e+00  5.973e-02  1.127e-01  2.026e-01  2.760e-01  3.885e-01  4.879e-01  5.596e-01  6.559e-01  7.176e-01  7.922e-01  8.640e-01  1.000e+00
SCUPS    0.000e+00  4.000e-03  9.000e-03  1.600e-02  2.100e-02  2.700e-02  3.100e-02  3.300e-02  3.500e-02  3.600e-02  3.600e-02  3.600e-02  3.600e-02
CSTREN Line   7   1 1835.552000  0.000002  4  4    3.575514  10.330150   5   7   5   7  4.987e-01  9.672e-06  9.500e-02  13   2  1.000e-01
SCT      0.000e+00  5.971e-02  1.127e-01  2.025e-01  2.759e-01  3.884e-01  4.878e-01  5.595e-01  6.558e-01  7.175e-01  7.921e-01  8.639e-01  1.000e+00
SCUPS    0.000e+00  1.200e-02  2.300e-02  4.200e-02  5.500e-02  7.000e-02  8.000e-02  8.500e-02  9.000e-02  9.200e-02  9.500e-02  9.500e-02  9.500e-02
CSTREN Line   7   1 1745.230000  0.009073  4  2    3.575514  10.679729   5   9   5   9  5.133e-01  3.629e-02  4.052e-01  13   1  1.100e+00
SCT      0.000e+00  5.543e-02  1.048e-01  1.888e-01  2.578e-01  3.641e-01  4.587e-01  5.273e-01  6.200e-01  6.799e-01  7.527e-01  8.237e-01  1.000e+00
SCUPS    3.012e-02  4.789e-02  6.371e-02  7.631e-02  7.992e-02  8.118e-02  8.031e-02  7.947e-02  7.975e-02  8.096e-02  8.691e-02  1.038e-01  4.052e-01
CSTREN Line   7   1 1742.701000  0.047525  4  4    3.575514  10.690039   5  10   5  10  5.140e-01  1.901e-01  2.023e+00  13   1  1.100e+00
SCT      0.000e+00  5.536e-02  1.046e-01  1.886e-01  2.575e-01  3.638e-01  4.584e-01  5.270e-01  6.197e-01  6.796e-01  7.525e-01  8.235e-01  1.000e+00
SCUPS    1.097e-01  1.596e-01  2.041e-01  2.398e-01  2.526e-01  2.641e-01  2.719e-01  2.786e-01  2.946e-01  3.147e-01  3.619e-01  4.600e-01  2.023e+00
CSTREN Line   7   1 1685.424000  0.000001  4  2    3.575514  10.931817   5  11   5  11  5.427e-01  4.000e-06  7.600e-02  13   2  1.000e-01
SCT      0.000e+00  5.513e-02  1.045e-01  1.892e-01  2.593e-01  3.685e-01  4.667e-01  5.385e-01  6.364e-01  7.001e-01  7.778e-01  8.537e-01  1.000e+00
