CSTREN Line   8   5 1218.344000  0.000002  1  3    0.000000  10.176505   1   3   1   3  7.582e-01  1.526e-06  7.987e-06  15   4  1.782e+00
CSTREN Line   8   5 153.121000  0.000001  1  3    0.000000  80.972054   1  22   1  22  5.935e+00  1.000e-06  5.900e-07  15   4  1.100e+00
SCT      0.000e+00  4.832e-02  1.123e-01  2.009e-01  3.320e-01  5.456e-01  6.950e-01  8.058e-01  8.928e-01  9.281e-01  9.488e-01  9.643e-01  9.713e-01  9.762e-01  1.000e+00
SCUPS    1.262e-01  1.118e-01  8.355e-02  5.852e-02  3.568e-02  1.421e-02  5.985e-03  2.323e-03  6.532e-04  2.593e-04  1.117e-04  4.382e-05  2.587e-05  1.754e-05  5.900e-07
CSTREN Line   8   5 150.492000  0.000287  1  3    0.000000  82.386200   1  24   1  24  6.063e+00  2.865e-04  1.890e-04  15   4  1.100e+00
SCT      0.000e+00  4.735e-02  1.102e-01  1.975e-01  3.274e-01  5.406e-01  6.909e-01  8.030e-01  8.914e-01  9.273e-01  9.483e-01  9.640e-01  9.712e-01  9.760e-01  1.000e+00
SCUPS    3.301e-01  3.049e-01  2.754e-01  2.282e-01  1.588e-01  7.663e-02  3.924e-02  1.966e-02  8.327e-03  4.712e-03  2.961e-03  1.887e-03  1.480e-03  1.230e-03  1.890e-04
CSTREN Line   8   5 142.009000  0.000007  1  3    0.000000  87.307916   1  38   1  38  6.399e+00  7.279e-06  4.550e-06  15   4  1.100e+00
SCT      0.000e+00  4.498e-02  1.050e-01  1.892e-01  3.159e-01  5.279e-01  6.804e-01  7.958e-01  8.877e-01  9.252e-01  9.470e-01  9.634e-01  9.707e-01  9.757e-01  1.000e+00
SCUPS    3.051e-02  2.695e-02  1.897e-02  1.276e-02  7.537e-03  3.071e-03  1.315e-03  5.120e-04  1.425e-04  5.652e-05  2.517e-05  1.131e-05  7.780e-06  6.270e-06  4.550e-06
CSTREN Line   8   5 141.218000  0.000004  1  3    0.000000  87.796801   1  42   1  42  6.438e+00  4.362e-06  2.710e-06  15   4  1.100e+00
SCT      0.000e+00  4.472e-02  1.045e-01  1.883e-01  3.146e-01  5.265e-01  6.792e-01  7.950e-01  8.873e-01  9.249e-01  9.469e-01  9.633e-01  9.706e-01  9.757e-01  1.000e+00
SCUPS    8.633e-02  7.728e-02  6.164e-02  4.514e-02  2.905e-02  1.346e-02  6.564e-03  2.968e-03  9.790e-04  4.293e-04  2.039e-04  9.287e-05  6.069e-05  4.467e-05  2.710e-06
CSTREN Line   8   5 139.029000  0.054460  1  3    0.000000  89.179208   1  47   1  47  6.561e+00  5.446e-02  3.320e-02  15   1  1.100e+00
SCT      0.000e+00  4.392e-02  1.027e-01  1.855e-01  3.106e-01  5.220e-01  6.754e-01  7.924e-01  8.860e-01  9.241e-01  9.464e-01  9.630e-01  9.705e-01  9.756e-01  1.000e+00
SCUPS    1.741e-02  1.657e-02  1.603e-02  1.437e-02  1.287e-02  1.169e-02  1.170e-02  1.281e-02  1.536e-02  1.749e-02  1.940e-02  2.142e-02  2.270e-02  2.383e-02  3.320e-02
CSTREN Line   8   5 135.884000  0.000008  1  3    0.000000  91.243196   1  50   1  50  6.676e+00  7.628e-06  4.570e-06  15   4  1.100e+00
SCT      0.000e+00  4.320e-02  1.011e-01  1.829e-01  3.070e-01  5.179e-01  6.720e-01  7.900e-01  8.847e-01  9.234e-01  9.460e-01  9.628e-01  9.703e-01  9.754e-01  1.000e+00
SCUPS    1.906e-01  1.727e-01  1.311e-01  9.945e-02  7.089e-02  3.819e-02  2.086e-02  1.029e-02  3.629e-03  1.639e-03  7.874e-04  3.626e-04  2.373e-04  1.741e-04  4.570e-06
CSTREN Line   8   5 135.523000  0.080450  1  3    0.000000  91.486058   1  52   1  52  6.704e+00  8.045e-02  4.800e-02  15   1  1.100e+00
SCT      0.000e+00  4.302e-02  1.007e-01  1.823e-01  3.061e-01  5.169e-01  6.711e-01  7.894e-01  8.844e-01  9.232e-01  9.459e-01  9.627e-01  9.703e-01  9.754e-01  1.000e+00
SCUPS    2.800e-02  2.635e-02  2.300e-02  2.003e-02  1.750e-02  1.487e-02  1.394e-02  1.439e-02  1.705e-02  2.024e-02  2.352e-02  2.735e-02  2.978e-02  3.196e-02  4.800e-02
CSTREN Line   8   5 133.999000  0.000001  1  5    0.000000  92.526799   1  56   1  56  6.780e+00  1.000e-06  1.210e-01  15   2  3.002e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    2.586e-02  2.590e-02  2.490e-02  2.500e-02  2.530e-02  2.660e-02  3.020e-02  3.730e-02  5.230e-02  6.620e-02  8.000e-02  9.540e-02  1.040e-01  1.100e-01  1.210e-01
CSTREN Line   8   5 124.616000  0.054440  1  3    0.000000  99.493646   1  63   1  63  7.283e+00  5.444e-02  2.990e-02  15   1  1.100e+00
SCT      0.000e+00  3.975e-02  9.352e-02  1.704e-01  2.891e-01  4.972e-01  6.543e-01  7.775e-01  8.782e-01  9.196e-01  9.438e-01  9.616e-01  9.695e-01  9.749e-01  1.000e+00
SCUPS    1.307e-02  1.288e-02  1.245e-02  1.210e-02  1.152e-02  1.087e-02  1.068e-02  1.097e-02  1.205e-02  1.348e-02  1.519e-02  1.732e-02  1.877e-02  2.001e-02  2.990e-02
CSTREN Line   8   5 124.555000  0.000118  1  3    0.000000  99.542372   1  65   1  65  7.284e+00  1.176e-04  6.458e-05  15   4  1.100e+00
SCT      0.000e+00  3.974e-02  9.351e-02  1.703e-01  2.891e-01  4.971e-01  6.542e-01  7.775e-01  8.782e-01  9.196e-01  9.438e-01  9.616e-01  9.695e-01  9.749e-01  1.000e+00
SCUPS    5.673e-02  5.289e-02  4.556e-02  3.839e-02  2.969e-02  1.773e-02  1.034e-02  5.323e-03  1.943e-03  8.938e-04  4.483e-04  2.280e-04  1.646e-04  1.335e-04  6.458e-05
CSTREN Line   8   5 123.703000  0.000001  1  5    0.000000 100.227959   1  77   1  77  7.339e+00  1.000e-06  4.920e-02  15   2  2.773e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    1.064e-02  1.060e-02  1.100e-02  1.090e-02  1.080e-02  1.160e-02  1.360e-02  1.690e-02  2.310e-02  2.860e-02  3.380e-02  3.960e-02  4.290e-02  4.520e-02  4.920e-02
CSTREN Line   8   5 122.136000  0.000002  1  3    0.000000 101.513731   1  80   1  80  7.461e+00  1.996e-06  1.070e-06  15   4  1.100e+00
SCT      0.000e+00  3.884e-02  9.151e-02  1.670e-01  2.843e-01  4.914e-01  6.492e-01  7.739e-01  8.763e-01  9.185e-01  9.431e-01  9.613e-01  9.693e-01  9.747e-01  1.000e+00
SCUPS    1.584e-02  1.402e-02  1.268e-02  9.002e-03  5.422e-03  2.284e-03  1.071e-03  4.744e-04  1.531e-04  6.675e-05  3.174e-05  1.475e-05  9.821e-06  7.393e-06  1.070e-06
CSTREN Line   8   5 121.318000  0.000008  1  3    0.000000 102.198500   1  82   1  82  7.502e+00  7.858e-06  4.190e-06  15   4  1.100e+00
SCT      0.000e+00  3.863e-02  9.105e-02  1.663e-01  2.832e-01  4.901e-01  6.481e-01  7.731e-01  8.759e-01  9.183e-01  9.430e-01  9.612e-01  9.693e-01  9.747e-01  1.000e+00
SCUPS    9.574e-02  8.493e-02  6.027e-02  4.033e-02  2.444e-02  1.156e-02  6.388e-03  3.523e-03  1.628e-03  9.516e-04  6.102e-04  3.852e-04  2.967e-04  2.409e-04  4.190e-06
CSTREN Line   8   5 118.892000  0.000003  1  3    0.000000 104.283925   1  96   1  96  7.643e+00  3.248e-06  1.700e-06  15   4  1.100e+00
SCT      0.000e+00  3.795e-02  8.953e-02  1.637e-01  2.795e-01  4.856e-01  6.442e-01  7.703e-01  8.744e-01  9.174e-01  9.425e-01  9.609e-01  9.691e-01  9.746e-01  1.000e+00
SCUPS    1.341e-03  1.242e-03  1.118e-03  9.213e-04  6.856e-04  3.751e-04  2.061e-04  1.022e-04  3.637e-05  1.663e-05  8.329e-06  4.347e-06  3.212e-06  2.693e-06  1.700e-06
CSTREN Line   8   5 118.000000  0.004262  1  3    0.000000 105.072221   1 116   1 116  7.713e+00  4.262e-03  2.210e-03  15   1  1.100e+00
SCT      0.000e+00  3.762e-02  8.880e-02  1.625e-01  2.777e-01  4.835e-01  6.423e-01  7.689e-01  8.737e-01  9.170e-01  9.422e-01  9.608e-01  9.690e-01  9.745e-01  1.000e+00
SCUPS    4.092e-03  3.804e-03  2.789e-03  2.293e-03  1.951e-03  1.697e-03  1.622e-03  1.631e-03  1.742e-03  1.818e-03  1.849e-03  1.857e-03  1.866e-03  1.884e-03  2.210e-03
CSTREN Line   8   5 112.145000  0.000005  1  3    0.000000 110.557808   1 118   1 118  8.126e+00  5.343e-06  2.630e-06  15   4  1.100e+00
SCT      0.000e+00  3.578e-02  8.468e-02  1.556e-01  2.675e-01  4.710e-01  6.311e-01  7.609e-01  8.694e-01  9.145e-01  9.408e-01  9.600e-01  9.685e-01  9.742e-01  1.000e+00
SCUPS    5.308e-03  4.805e-03  3.553e-03  2.614e-03  1.768e-03  9.047e-04  4.876e-04  2.389e-04  8.484e-05  3.921e-05  2.001e-05  1.049e-05  7.637e-06  6.232e-06  2.630e-06
CSTREN Line   8   5 111.846000  0.000407  1  3    0.000000 110.852892   1 120   1 120  8.147e+00  4.074e-04  2.000e-04  15   4  1.100e+00
SCT      0.000e+00  3.569e-02  8.448e-02  1.552e-01  2.670e-01  4.704e-01  6.306e-01  7.605e-01  8.691e-01  9.144e-01  9.407e-01  9.600e-01  9.685e-01  9.742e-01  1.000e+00
SCUPS    1.456e-02  1.346e-02  1.105e-02  8.952e-03  6.844e-03  4.306e-03  2.787e-03  1.696e-03  8.484e-04  5.319e-04  3.728e-04  2.793e-04  2.475e-04  2.307e-04  2.000e-04
CSTREN Line   8   5 110.616000  0.000015  1  3    0.000000 112.085674   1 134   1 134  8.216e+00  1.487e-05  7.240e-06  15   4  1.100e+00
SCT      0.000e+00  3.540e-02  8.384e-02  1.541e-01  2.654e-01  4.684e-01  6.288e-01  7.591e-01  8.684e-01  9.140e-01  9.404e-01  9.598e-01  9.684e-01  9.741e-01  1.000e+00
SCUPS    4.837e-04  4.605e-04  4.326e-04  3.861e-04  3.060e-04  1.874e-04  1.141e-04  6.368e-05  2.788e-05  1.607e-05  1.081e-05  8.089e-06  7.299e-06  6.984e-06  7.240e-06
CSTREN Line   8   5 110.801000  0.000003  1  3    0.000000 111.898952   1 146   1 146  8.224e+00  3.249e-06  1.580e-06  15   4  1.100e+00
SCT      0.000e+00  3.537e-02  8.376e-02  1.540e-01  2.652e-01  4.681e-01  6.286e-01  7.590e-01  8.684e-01  9.139e-01  9.404e-01  9.598e-01  9.684e-01  9.741e-01  1.000e+00
SCUPS    1.655e-03  1.559e-03  1.327e-03  1.145e-03  9.251e-04  6.250e-04  4.131e-04  2.380e-04  9.696e-05  4.752e-05  2.513e-05  1.323e-05  9.492e-06  7.502e-06  1.580e-06
CSTREN Line   8   5 110.441000  0.003507  1  3    0.000000 112.263964   1 166   1 166  8.251e+00  3.507e-03  1.700e-03  15   1  1.100e+00
SCT      0.000e+00  3.526e-02  8.351e-02  1.536e-01  2.646e-01  4.674e-01  6.279e-01  7.585e-01  8.681e-01  9.137e-01  9.403e-01  9.598e-01  9.683e-01  9.741e-01  1.000e+00
SCUPS    6.013e-04  6.211e-04  6.696e-04  7.070e-04  7.505e-04  8.428e-04  9.455e-04  1.060e-03  1.206e-03  1.284e-03  1.324e-03  1.350e-03  1.367e-03  1.391e-03  1.700e-03
CSTREN Line   8   5 759.442000  0.191300  1  3   10.159631  26.485426   2   7   2   7  1.229e+00  1.913e-01  6.350e-01  15   1  1.490e+00
SCT      0.000e+00  4.123e-02  9.597e-02  1.722e-01  2.857e-01  4.740e-01  6.098e-01  7.158e-01  8.075e-01  8.504e-01  8.794e-01  9.048e-01  9.181e-01  9.283e-01  1.000e+00
SCUPS    1.196e+00  1.199e+00  1.231e+00  1.233e+00  1.220e+00  1.171e+00  1.102e+00  1.020e+00  9.211e-01  8.626e-01  8.210e-01  7.797e-01  7.562e-01  7.407e-01  6.350e-01
CSTREN Line   8   5 215.040000  0.042500  1  3   10.159631  67.816341   2  11   2  11  4.198e+00  4.250e-02  4.210e-02  15   1  1.100e+00
SCT      0.000e+00  6.691e-02  1.514e-01  2.613e-01  4.103e-01  6.241e-01  7.557e-01  8.457e-01  9.129e-01  9.398e-01  9.558e-01  9.682e-01  9.740e-01  9.780e-01  1.000e+00
SCUPS    2.400e-01  2.254e-01  1.937e-01  1.726e-01  1.402e-01  8.669e-02  5.487e-02  3.542e-02  2.469e-02  2.315e-02  2.396e-02  2.608e-02  2.784e-02  2.937e-02  4.210e-02
CSTREN Line   8   5 199.610000  0.000001  1  5   10.159631  72.273300   2  16   2  16  4.530e+00  1.000e-06  3.770e-02  15   2  4.492e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    8.989e-02  8.610e-02  8.450e-02  7.590e-02  6.410e-02  4.770e-02  3.730e-02  3.050e-02  2.690e-02  2.720e-02  2.900e-02  3.190e-02  3.370e-02  3.520e-02  3.770e-02
CSTREN Line   8   5 192.750000  0.639900  1  3   10.159631  74.483777   2  17   2  17  4.693e+00  6.399e-01  5.390e-01  15   1  1.100e+00
SCT      0.000e+00  6.030e-02  1.377e-01  2.407e-01  3.845e-01  5.995e-01  7.373e-01  8.339e-01  9.070e-01  9.364e-01  9.537e-01  9.670e-01  9.732e-01  9.775e-01  1.000e+00
SCUPS    2.491e-01  2.464e-01  2.415e-01  2.371e-01  2.343e-01  2.367e-01  2.507e-01  2.783e-01  3.264e-01  3.581e-01  3.799e-01  4.000e-01  4.143e-01  4.258e-01  5.390e-01
CSTREN Line   8   5 169.276000  0.000032  1  3   10.159631  83.403856   2  25   2  25  5.355e+00  3.240e-05  2.420e-05  15   4  1.100e+00
SCT      0.000e+00  5.326e-02  1.229e-01  2.177e-01  3.546e-01  5.695e-01  7.141e-01  8.186e-01  8.994e-01  9.319e-01  9.511e-01  9.655e-01  9.722e-01  9.767e-01  1.000e+00
SCUPS    1.126e-01  1.043e-01  9.847e-02  8.290e-02  5.681e-02  2.592e-02  1.233e-02  5.480e-03  1.816e-03  8.069e-04  3.948e-04  1.884e-04  1.285e-04  9.882e-05  2.420e-05
CSTREN Line   8   5 168.008000  0.056300  1  3   10.159631  83.956444   2  26   2  26  5.400e+00  5.630e-02  4.170e-02  15   1  1.100e+00
SCT      0.000e+00  5.284e-02  1.220e-01  2.163e-01  3.527e-01  5.676e-01  7.126e-01  8.176e-01  8.989e-01  9.316e-01  9.509e-01  9.654e-01  9.721e-01  9.767e-01  1.000e+00
SCUPS    3.589e-02  3.333e-02  2.904e-02  2.464e-02  1.978e-02  1.463e-02  1.243e-02  1.180e-02  1.355e-02  1.617e-02  1.912e-02  2.266e-02  2.495e-02  2.696e-02  4.170e-02
CSTREN Line   8   5 166.113000  0.025670  1  3   10.159631  84.798574   2  29   2  29  5.461e+00  2.567e-02  1.880e-02  15   1  1.100e+00
SCT      0.000e+00  5.228e-02  1.208e-01  2.144e-01  3.502e-01  5.650e-01  7.105e-01  8.163e-01  8.982e-01  9.312e-01  9.507e-01  9.653e-01  9.720e-01  9.766e-01  1.000e+00
SCUPS    1.626e-02  1.557e-02  1.482e-02  1.356e-02  1.126e-02  8.289e-03  6.892e-03  6.427e-03  7.076e-03  8.170e-03  9.383e-03  1.082e-02  1.175e-02  1.257e-02  1.880e-02
CSTREN Line   8   5 164.589000  0.049380  1  3   10.159631  85.489765   2  31   2  31  5.517e+00  4.938e-02  3.580e-02  15   1  1.100e+00
SCT      0.000e+00  5.178e-02  1.197e-01  2.127e-01  3.480e-01  5.627e-01  7.087e-01  8.150e-01  8.975e-01  9.309e-01  9.504e-01  9.652e-01  9.719e-01  9.766e-01  1.000e+00
SCUPS    1.608e-02  1.567e-02  1.661e-02  1.564e-02  1.401e-02  1.208e-02  1.127e-02  1.125e-02  1.257e-02  1.453e-02  1.677e-02  1.967e-02  2.155e-02  2.322e-02  3.580e-02
CSTREN Line   8   5 163.751000  0.000001  1  5   10.159631  85.875147   2  33   2  33  5.544e+00  1.000e-06  1.730e-01  15   2  3.671e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    3.657e-02  3.710e-02  4.220e-02  4.340e-02  4.380e-02  4.580e-02  5.070e-02  6.000e-02  7.980e-02  9.840e-02  1.170e-01  1.380e-01  1.500e-01  1.590e-01  1.730e-01
CSTREN Line   8   5 160.694000  0.000001  1  5   10.159631  87.315356   2  39   2  39  5.643e+00  1.000e-06  9.300e-02  15   2  3.606e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    2.838e-02  2.820e-02  2.690e-02  2.650e-02  2.670e-02  2.830e-02  3.160e-02  3.770e-02  4.960e-02  5.970e-02  6.900e-02  7.860e-02  8.370e-02  8.720e-02  9.300e-02
CSTREN Line   8   5 159.735000  0.000001  1  5   10.159631  87.778960   2  41   2  41  5.681e+00  1.000e-06  4.990e-02  15   2  3.582e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    2.646e-02  2.540e-02  2.390e-02  2.150e-02  1.920e-02  1.740e-02  1.760e-02  1.960e-02  2.480e-02  2.990e-02  3.500e-02  4.070e-02  4.390e-02  4.620e-02  4.990e-02
CSTREN Line   8   5 156.119000  0.005115  1  3   10.159631  89.576592   2  46   2  46  5.796e+00  5.115e-03  3.530e-03  15   1  1.100e+00
SCT      0.000e+00  4.942e-02  1.146e-01  2.047e-01  3.371e-01  5.512e-01  6.995e-01  8.088e-01  8.944e-01  9.290e-01  9.493e-01  9.646e-01  9.715e-01  9.763e-01  1.000e+00
SCUPS    2.226e-02  2.126e-02  2.428e-02  2.178e-02  1.716e-02  1.115e-02  7.611e-03  5.190e-03  3.340e-03  2.707e-03  2.469e-03  2.446e-03  2.516e-03  2.593e-03  3.530e-03
CSTREN Line   8   5 152.904000  0.000001  1  5   10.159631  91.246556   2  51   2  51  5.920e+00  1.000e-06  2.790e-03  15   2  3.438e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    4.203e-02  3.920e-02  2.800e-02  2.160e-02  1.690e-02  1.200e-02  9.020e-03  6.760e-03  4.660e-03  3.680e-03  3.140e-03  2.830e-03  2.770e-03  2.750e-03  2.790e-03
CSTREN Line   8   5 151.447000  0.127800  1  3   10.159631  92.026458   2  53   2  53  5.979e+00  1.278e-01  8.550e-02  15   1  1.100e+00
SCT      0.000e+00  4.798e-02  1.115e-01  1.997e-01  3.304e-01  5.439e-01  6.936e-01  8.048e-01  8.924e-01  9.279e-01  9.486e-01  9.642e-01  9.713e-01  9.761e-01  1.000e+00
SCUPS    3.197e-02  3.353e-02  3.881e-02  4.120e-02  4.307e-02  4.639e-02  5.105e-02  5.721e-02  6.543e-02  6.964e-02  7.111e-02  7.220e-02  7.261e-02  7.339e-02  8.550e-02
CSTREN Line   8   5 150.239000  0.000001  1  5   10.159631  92.684545   2  57   2  57  6.026e+00  1.000e-06  8.620e-03  15   2  3.377e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    1.735e-02  1.700e-02  1.540e-02  1.460e-02  1.360e-02  1.140e-02  9.820e-03  8.600e-03  7.710e-03  7.530e-03  7.620e-03  7.910e-03  8.120e-03  8.300e-03  8.620e-03
CSTREN Line   8   5 140.031000  0.004575  1  3   10.159631  98.700763   2  61   2  61  6.466e+00  4.575e-03  2.830e-03  15   1  1.100e+00
SCT      0.000e+00  4.453e-02  1.041e-01  1.877e-01  3.137e-01  5.255e-01  6.783e-01  7.944e-01  8.870e-01  9.248e-01  9.468e-01  9.632e-01  9.706e-01  9.756e-01  1.000e+00
SCUPS    2.199e-02  1.986e-02  1.513e-02  1.140e-02  8.312e-03  5.354e-03  3.802e-03  2.711e-03  1.852e-03  1.583e-03  1.537e-03  1.641e-03  1.756e-03  1.868e-03  2.830e-03
CSTREN Line   8   5 138.709000  0.000001  1  5   10.159631  99.544356   2  66   2  66  6.528e+00  1.000e-06  2.890e-03  15   2  3.117e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    1.196e-02  1.140e-02  1.030e-02  9.040e-03  7.550e-03  5.720e-03  4.610e-03  3.750e-03  2.950e-03  2.640e-03  2.530e-03  2.570e-03  2.650e-03  2.720e-03  2.890e-03
CSTREN Line   8   5 138.025000  0.053970  1  3   10.159631  99.987155   2  67   2  67  6.561e+00  5.397e-02  3.290e-02  15   1  1.100e+00
SCT      0.000e+00  4.392e-02  1.027e-01  1.855e-01  3.106e-01  5.220e-01  6.754e-01  7.924e-01  8.860e-01  9.241e-01  9.464e-01  9.630e-01  9.705e-01  9.756e-01  1.000e+00
SCUPS    1.604e-02  1.607e-02  1.633e-02  1.636e-02  1.651e-02  1.783e-02  1.963e-02  2.200e-02  2.494e-02  2.635e-02  2.697e-02  2.732e-02  2.757e-02  2.798e-02  3.290e-02
CSTREN Line   8   5 137.614000  0.000001  1  5   10.159631 100.255781   2  74   2  74  6.580e+00  1.000e-06  1.140e-02  15   2  3.093e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    8.727e-03  8.630e-03  8.950e-03  8.730e-03  8.320e-03  7.740e-03  7.350e-03  7.120e-03  7.330e-03  7.890e-03  8.630e-03  9.600e-03  1.020e-02  1.060e-02  1.140e-02
CSTREN Line   8   5 133.752000  0.000124  1  3   10.159631 102.857479   2  83   2  83  6.783e+00  1.245e-04  7.342e-05  15   4  1.100e+00
SCT      0.000e+00  4.255e-02  9.970e-02  1.805e-01  3.037e-01  5.141e-01  6.688e-01  7.878e-01  8.836e-01  9.228e-01  9.456e-01  9.626e-01  9.702e-01  9.754e-01  1.000e+00
SCUPS    5.176e-02  4.641e-02  3.410e-02  2.459e-02  1.651e-02  8.616e-03  4.692e-03  2.316e-03  8.454e-04  4.036e-04  2.180e-04  1.272e-04  1.017e-04  9.000e-05  7.342e-05
