i j rcen thetacen vol temp xi ne heat_xray heat_comp heat_lines heat_ff cool_comp cool_lines cool_ff rho n_h
4 0 2.046713e+11 6.121442e-02 1.657212e+32 1.096156e+07 6.577379e+12 2.335369e+02 0.000000e+00 1.432202e-10 0.000000e+00 1.503937e-26 1.223361e-10 0.000000e+00 4.123837e-19 4.580795e-22 1.932111e+02
4 1 2.046713e+11 1.805825e-01 4.622305e+32 1.204617e+07 1.488347e+09 9.839838e+05 1.064894e-12 5.839883e-07 0.000000e+00 2.261901e-19 5.435044e-07 7.259436e-13 7.644771e-12 1.930071e-18 8.140751e+05
4 2 2.046713e+11 2.939822e-01 7.085018e+32 1.180489e+07 1.199769e+07 1.200318e+08 1.611380e-08 7.161090e-05 0.000000e+00 3.432669e-15 6.455086e-05 1.084543e-08 1.127065e-07 2.354408e-16 9.930541e+07
4 3 2.046713e+11 4.017120e-01 9.082580e+32 9.299885e+06 1.293293e+06 1.057101e+09 1.541722e-06 6.053482e-04 0.000000e+00 3.630878e-13 4.259362e-04 8.762243e-07 7.839343e-06 2.073490e-15 8.745671e+08
4 4 2.046713e+11 5.040552e-01 1.065887e+33 8.072769e+06 4.093260e+05 3.292619e+09 1.578135e-05 1.774408e-03 0.000000e+00 4.280580e-12 1.123781e-03 8.677621e-06 7.128965e-05 6.458429e-15 2.724069e+09
4 5 2.046713e+11 6.012813e-01 1.186065e+33 7.622682e+06 1.782700e+05 6.972728e+09 6.941898e-05 3.595835e-03 0.000000e+00 1.962300e-11 2.088535e-03 3.920505e-05 3.114195e-04 1.367692e-14 5.768721e+09
4 6 2.046713e+11 6.936460e-01 1.273496e+33 7.291985e+06 9.748853e+04 1.202203e+10 2.263453e-04 5.803138e-03 0.000000e+00 5.651896e-11 3.243283e-03 1.171730e-04 9.071453e-04 2.358108e-14 9.946147e+09
4 7 2.046713e+11 7.813926e-01 1.332720e+33 6.943842e+06 6.052462e+04 1.829889e+10 5.448526e-04 8.443064e-03 0.000000e+00 1.446592e-10 4.436456e-03 2.733044e-04 2.055143e-03 3.589309e-14 1.513917e+10
4 8 2.046713e+11 8.647518e-01 1.367995e+33 6.623068e+06 3.953235e+04 2.555978e+10 9.786883e-04 1.047558e-02 0.000000e+00 2.738870e-10 5.364636e-03 5.362934e-04 3.923627e-03 5.013532e-14 2.114633e+10
4 9 2.046713e+11 9.439430e-01 1.383220e+33 6.224810e+06 2.781496e+04 3.435965e+10 1.886554e-03 1.347224e-02 0.000000e+00 5.494637e-10 6.407788e-03 9.776171e-04 6.895213e-03 6.739627e-14 2.842674e+10
4 10 2.046713e+11 1.019175e+00 1.381905e+33 5.666344e+06 1.924669e+04 4.641923e+10 4.245677e-03 1.716841e-02 0.000000e+00 1.037656e-09 7.408690e-03 1.805234e-03 1.205530e-02 9.105130e-14 3.840408e+10
4 11 2.046713e+11 1.090645e+00 1.367190e+33 4.971508e+06 1.344492e+04 6.436523e+10 8.177469e-03 2.246164e-02 0.000000e+00 2.152449e-09 8.636272e-03 3.540166e-03 2.183018e-02 1.262528e-13 5.325155e+10
4 12 2.046713e+11 1.158541e+00 1.341755e+33 4.290895e+06 8.547129e+03 9.018346e+10 1.632116e-02 2.756571e-02 0.000000e+00 5.167964e-09 9.350057e-03 7.155151e-03 4.004841e-02 1.768967e-13 7.461239e+10
4 13 2.046713e+11 1.223043e+00 1.307966e+33 3.733533e+06 5.886172e+03 1.240995e+11 3.329963e-02 3.556568e-02 0.000000e+00 1.101689e-08 1.060860e-02 1.414975e-02 7.119269e-02 2.434255e-13 1.026732e+11
4 14 2.046713e+11 1.284320e+00 1.267825e+33 3.302584e+06 4.109068e+03 1.652519e+11 6.356073e-02 4.498814e-02 9.013405e-14 2.274445e-08 1.154403e-02 2.662524e-02 1.193067e-01 3.241495e-13 1.367214e+11
4 15 2.046713e+11 1.342533e+00 1.223081e+33 2.956226e+06 2.813695e+03 2.126666e+11 1.013839e-01 5.076760e-02 0.000000e+00 3.631246e-08 1.177825e-02 4.870386e-02 1.877058e-01 4.171599e-13 1.759518e+11
4 16 2.046713e+11 1.397835e+00 1.175065e+33 2.665098e+06 2.105597e+03 2.644883e+11 1.720745e-01 5.876760e-02 6.019412e-12 6.485967e-08 1.232353e-02 8.348053e-02 2.766875e-01 5.188157e-13 2.188287e+11
4 17 2.046713e+11 1.450372e+00 1.125031e+33 2.397216e+06 1.511082e+03 3.199772e+11 2.409943e-01 6.370030e-02 7.878626e-11 9.811417e-08 1.164604e-02 1.445283e-01 3.859083e-01 6.276674e-13 2.647407e+11
4 18 2.046713e+11 1.500282e+00 1.073923e+33 2.097168e+06 1.244895e+03 3.888392e+11 4.307840e-01 7.349601e-02 0.000000e+00 1.646872e-07 1.235582e-02 2.418630e-01 5.355557e-01 7.627535e-13 3.217180e+11
